ensembl	gene_name	entrezgene	protein	busco
ENSG00000165283	STOML2	30968.0	ENSP00000481672	149545at9347
ENSG00000039600	SOX30	11063.0	ENSP00000265007	58126at9347
ENSG00000132872	SYT4	6860.0	ENSP00000255224	101571at9347
ENSG00000155115	GTF3C6	112495.0	ENSP00000357863	170099at9347
ENSG00000122787	AKR1D1	6718.0	ENSP00000389197	129936at9347
ENSG00000197498	RPF2	84154.0	ENSP00000402338	135433at9347
ENSG00000128915	ICE2	79664.0	ENSP00000261520	28454at9347
ENSG00000165891	E2F7	144455.0	ENSP00000323246	34829at9347
ENSG00000180011	PTGR3	284273.0	ENSP00000323678	161243at9347
ENSG00000117525	F3	2152.0	ENSP00000334145	150372at9347
ENSG00000029639	TFB1M	51106.0	ENSP00000356134	128324at9347
ENSG00000171217	CLDN20	49861.0	ENSP00000356133	162702at9347
ENSG00000005238	ATOSB	80256.0	ENSP00000319897	99241at9347
ENSG00000074771	NOX3	50508.0	ENSP00000159060	60623at9347
ENSG00000071243	ING3	54556.0	ENSP00000320566	120186at9347
ENSG00000101850	GPR143	4935.0	ENSP00000417161	149730at9347
ENSG00000158901	WFDC8	90199.0	ENSP00000361735	172793at9347
ENSG00000188026	RILPL1	353116.0	ENSP00000366070	115046at9347
ENSG00000167080	B4GALNT2	124872.0	ENSP00000425510	103922at9347
ENSG00000187658	C5orf52	100190949.0	ENSP00000387027	185045at9347
ENSG00000170579	DLGAP1	9229.0	ENSP00000316377	29444at9347
ENSG00000124155	PIGT	51604.0	ENSP00000361774	61308at9347
ENSG00000198108	CHSY3	337876.0	ENSP00000302629	32770at9347
ENSG00000139324	TMTC3	160418.0	ENSP00000266712	30810at9347
ENSG00000186522	SEPTIN10	151011.0	ENSP00000349116	95867at9347
ENSG00000198964	SGMS1	259230.0	ENSP00000354829	98484at9347
ENSG00000123595	RAB9A	9367.0	ENSP00000420127	170172at9347
ENSG00000181291	TMEM132E	124842.0	ENSP00000316532	28705at9347
ENSG00000122481	RWDD3	25950.0	ENSP00000359221	154109at9347
ENSG00000198944	SOWAHA	134548.0	ENSP00000367965	101872at9347
ENSG00000068079	IFI35	3430.0	ENSP00000394579	162316at9347
ENSG00000181449	SOX2	6657.0	ENSP00000323588	152389at9347
ENSG00000164402	SEPTIN8	23176.0	ENSP00000367991	122839at9347
ENSG00000140527	WDR93	56964.0	ENSP00000268130	61266at9347
ENSG00000174953	DHX36	170506.0	ENSP00000417078	25811at9347
ENSG00000100083	GGA1	26088.0	ENSP00000371175	67826at9347
ENSG00000166822	TMEM170A	124491.0	ENSP00000454404	191349at9347
ENSG00000177156	TALDO1	6888.0	ENSP00000321259	128843at9347
ENSG00000075035	WSCD2	9671.0	ENSP00000448047	61202at9347
ENSG00000089916	GPATCH2L	55668.0	ENSP00000452180	95644at9347
ENSG00000159184	HOXB13	10481.0	ENSP00000290295	145138at9347
ENSG00000171517	LPAR3	23566.0	ENSP00000395389	127225at9347
ENSG00000002745	WNT16	51384.0	ENSP00000355065	108939at9347
ENSG00000143079	CTTNBP2NL	55917.0	ENSP00000271277	83870at9347
ENSG00000122735	DNAI1	27019.0	ENSP00000480538	54461at9347
ENSG00000166825	ANPEP	290.0	ENSP00000502886	35522at9347
ENSG00000166848	TERF2IP	54386.0	ENSP00000300086	133561at9347
ENSG00000138138	ATAD1	84896.0	ENSP00000339017	112385at9347
ENSG00000177225	GATD1	347862.0	ENSP00000380612	176472at9347
ENSG00000172331	BPGM	669.0	ENSP00000342032	143348at9347
ENSG00000122756	CNTFR	1271.0	ENSP00000242338	118562at9347
ENSG00000182575	NXPH3	11248.0	ENSP00000329295	153315at9347
ENSG00000167740	CYB5D2	124936.0	ENSP00000301391	149613at9347
ENSG00000111727	HCFC2	29915.0	ENSP00000229330	41396at9347
ENSG00000136535	TBR1	10716.0	ENSP00000374205	52110at9347
ENSG00000006530	AGK	55750.0	ENSP00000420776	100096at9347
ENSG00000213023	SYT3	84258.0	ENSP00000340914	90480at9347
ENSG00000150347	ARID5B	84159.0	ENSP00000506119	18257at9347
ENSG00000159461	AMFR	267.0	ENSP00000290649	65888at9347
ENSG00000119650	IFT43	112752.0	ENSP00000504736	180753at9347
ENSG00000164967	RPP25L	138716.0	ENSP00000297613	190887at9347
ENSG00000137100	DCTN3	11258.0	ENSP00000259632	181938at9347
ENSG00000134198	TSPAN2	10100.0	ENSP00000358529	162737at9347
ENSG00000182263	FIGN	55137.0	ENSP00000333836	45923at9347
ENSG00000166343	MSS51	118490.0	ENSP00000299432	96259at9347
ENSG00000235034	C19orf81	342918.0	ENSP00000417035	187135at9347
ENSG00000142513	ACP4	93650.0	ENSP00000270593	115924at9347
ENSG00000054690	PLEKHH1	57475.0	ENSP00000330278	15001at9347
ENSG00000198799	LRIG2	9860.0	ENSP00000355396	22516at9347
ENSG00000188596	CFAP54	144535.0	ENSP00000431759	1438at9347
ENSG00000213930	GALT	2592.0	ENSP00000368119	104765at9347
ENSG00000169762	TAPT1	202018.0	ENSP00000385347	89082at9347
ENSG00000087263	OGFOD1	55239.0	ENSP00000457258	79024at9347
ENSG00000108342	CSF3	1440.0	ENSP00000377705	177750at9347
ENSG00000100564	PIGH	5283.0	ENSP00000453759	177595at9347
ENSG00000075826	SEC31B	25956.0	ENSP00000359370	22482at9347
ENSG00000126351	THRA	7067.0	ENSP00000377679	80473at9347
ENSG00000075188	NUP37	79023.0	ENSP00000448054	117845at9347
ENSG00000065427	KARS1	3735.0	ENSP00000325448	57679at9347
ENSG00000145375	AFG2A	166378.0	ENSP00000502453	36483at9347
ENSG00000173275	ZNF449	203523.0	ENSP00000339585	77042at9347
ENSG00000081181	ARG2	384.0	ENSP00000261783	108917at9347
ENSG00000113742	CPEB4	80315.0	ENSP00000265085	51410at9347
ENSG00000123131	PRDX4	10549.0	ENSP00000368646	153377at9347
ENSG00000160396	HIPK4	147746.0	ENSP00000291823	61324at9347
ENSG00000197019	SERTAD1	29950.0	ENSP00000350633	194754at9347
ENSG00000100568	VTI1B	10490.0	ENSP00000450731	175691at9347
ENSG00000164056	SPRY1	10252.0	ENSP00000498292	153061at9347
ENSG00000167565	SERTAD3	29946.0	ENSP00000375882	192796at9347
ENSG00000089053	ANAPC5	51433.0	ENSP00000439875	41919at9347
ENSG00000114948	ADAM23	8745.0	ENSP00000264377	33614at9347
ENSG00000123130	ACOT9	23597.0	ENSP00000368605	93160at9347
ENSG00000084092	NOA1	84273.0	ENSP00000264230	63006at9347
ENSG00000166974	MAPRE2	10982.0	ENSP00000396074	145425at9347
ENSG00000186480	INSIG1	3638.0	ENSP00000344741	168120at9347
ENSG00000072042	RDH11	51109.0	ENSP00000370750	140293at9347
ENSG00000047315	POLR2B	5431.0	ENSP00000370625	14138at9347
ENSG00000137077	CCL21	6366.0	ENSP00000259607	198992at9347
ENSG00000182718	ANXA2	302.0	ENSP00000379342	117863at9347
ENSG00000147955	SIGMAR1	10280.0	ENSP00000277010	165849at9347
ENSG00000100092	SH3BP1	23616.0	ENSP00000497104	75699at9347
ENSG00000261609	GAN	8139.0	ENSP00000497351	63465at9347
ENSG00000148308	GTF3C5	9328.0	ENSP00000361169	72247at9347
ENSG00000139988	RDH12	145226.0	ENSP00000449079	132544at9347
ENSG00000166136	NDUFB8	4714.0	ENSP00000299166	172726at9347
ENSG00000007384	RHBDF1	64285.0	ENSP00000262316	30380at9347
ENSG00000074219	TEAD2	8463.0	ENSP00000472109	107612at9347
ENSG00000144228	SPOPL	339745.0	ENSP00000280098	89828at9347
ENSG00000070614	NDST1	3340.0	ENSP00000261797	26847at9347
ENSG00000166135	HIF1AN	55662.0	ENSP00000299163	113679at9347
ENSG00000198807	PAX9	5083.0	ENSP00000384817	113970at9347
ENSG00000103148	NPRL3	8131.0	ENSP00000478273	68478at9347
ENSG00000136542	GALNT5	11227.0	ENSP00000259056	32465at9347
ENSG00000100097	LGALS1	3956.0	ENSP00000215909	186751at9347
ENSG00000072415	PALS1	64398.0	ENSP00000503322	50666at9347
ENSG00000119906	SLF2	55719.0	ENSP00000238961	19531at9347
ENSG00000165182	CXorf58	254158.0	ENSP00000368511	152227at9347
ENSG00000100554	ATP6V1D	51382.0	ENSP00000451167	165724at9347
ENSG00000163453	IGFBP7	3490.0	ENSP00000295666	176614at9347
ENSG00000273899	NOL12	79159.0	ENSP00000403059	193150at9347
ENSG00000162688	AGL	178.0	ENSP00000355106	7723at9347
ENSG00000130830	MPP1	4354.0	ENSP00000358547	82915at9347
ENSG00000152128	TMEM163	81615.0	ENSP00000281924	168230at9347
ENSG00000185189	NRBP2	340371.0	ENSP00000414055	81757at9347
ENSG00000111144	LTA4H	4048.0	ENSP00000228740	57144at9347
ENSG00000184381	PLA2G6	8398.0	ENSP00000499712	32191at9347
ENSG00000248672	LY75-CD302	100526664.0	ENSP00000423463	4880at9347
ENSG00000107815	TWNK	56652.0	ENSP00000359248	51172at9347
ENSG00000153391	INO80C	125476.0	ENSP00000334473	175624at9347
ENSG00000214128	TMEM213	155006.0	ENSP00000380727	200201at9347
ENSG00000170835	CEL	1056.0	ENSP00000361151	59284at9347
ENSG00000124532	MRS2	57380.0	ENSP00000399585	108138at9347
ENSG00000113520	IL4	3565.0	ENSP00000231449	195272at9347
ENSG00000122779	TRIM24	8805.0	ENSP00000340507	27760at9347
ENSG00000160271	RALGDS	5900.0	ENSP00000361117	43934at9347
ENSG00000164111	ANXA5	308.0	ENSP00000296511	129334at9347
ENSG00000046604	DSG2	1829.0	ENSP00000261590	28254at9347
ENSG00000186862	PDZD7	79955.0	ENSP00000480489	39253at9347
ENSG00000161677	JOSD2	126119.0	ENSP00000472116	186855at9347
ENSG00000178685	PARP10	84875.0	ENSP00000431620	48680at9347
ENSG00000100883	SRP54	6729.0	ENSP00000451818	76894at9347
ENSG00000107821	KAZALD1	81621.0	ENSP00000359219	136327at9347
ENSG00000182810	DDX28	55794.0	ENSP00000332340	84987at9347
ENSG00000123143	PKN1	5585.0	ENSP00000242783	37165at9347
ENSG00000006459	KDM7A	80853.0	ENSP00000380692	32910at9347
ENSG00000072736	NFATC3	4775.0	ENSP00000460533	23881at9347
ENSG00000178409	BEND3	57673.0	ENSP00000358038	38909at9347
ENSG00000067900	ROCK1	6093.0	ENSP00000382697	11965at9347
ENSG00000085377	PREP	5550.0	ENSP00000499089	37304at9347
ENSG00000074527	NTN4	59277.0	ENSP00000340998	50460at9347
ENSG00000095739	BAMBI	25805.0	ENSP00000364683	149918at9347
ENSG00000183742	MACC1	346389.0	ENSP00000383185	33436at9347
ENSG00000163510	CWC22	57703.0	ENSP00000387006	53758at9347
ENSG00000073803	MAP3K13	9175.0	ENSP00000399910	36485at9347
ENSG00000151651	ADAM8	101.0	ENSP00000453855	46062at9347
ENSG00000068366	ACSL4	2182.0	ENSP00000419171	39898at9347
ENSG00000134042	MRO	83876.0	ENSP00000256425	160764at9347
ENSG00000091732	ZC3HC1	51530.0	ENSP00000351052	90582at9347
ENSG00000168135	KCNJ4	3761.0	ENSP00000306497	108742at9347
ENSG00000211584	SLC48A1	55652.0	ENSP00000446739	190034at9347
ENSG00000145861	C1QTNF2	114898.0	ENSP00000498651	172890at9347
ENSG00000100201	DDX17	10521.0	ENSP00000385536	65412at9347
ENSG00000123737	EXOSC9	5393.0	ENSP00000368984	111977at9347
ENSG00000197415	VEPH1	79674.0	ENSP00000376578	38925at9347
ENSG00000105085	MED26	9441.0	ENSP00000263390	85005at9347
ENSG00000112144	CILK1	22858.0	ENSP00000501692	63868at9347
ENSG00000198546	ZNF511	118472.0	ENSP00000355251	163553at9347
ENSG00000127445	PIN1	5300.0	ENSP00000466656	184177at9347
ENSG00000186583	SPATC1	375686.0	ENSP00000366690	124364at9347
ENSG00000178814	OPLAH	26873.0	ENSP00000480476	13612at9347
ENSG00000130643	CALY	50632.0	ENSP00000252939	175206at9347
ENSG00000106554	CHCHD3	54927.0	ENSP00000262570	172139at9347
ENSG00000082212	ME2	4200.0	ENSP00000321070	57142at9347
ENSG00000119638	NEK9	91754.0	ENSP00000238616	25034at9347
ENSG00000073050	XRCC1	7515.0	ENSP00000262887	74915at9347
ENSG00000164325	TMEM174	134288.0	ENSP00000296776	163380at9347
ENSG00000203760	CENPW	387103.0	ENSP00000357308	201535at9347
ENSG00000106400	ZNHIT1	10467.0	ENSP00000304593	186410at9347
ENSG00000095981	KCNK16	83795.0	ENSP00000362326	164083at9347
ENSG00000179091	CYC1	1537.0	ENSP00000317159	145037at9347
ENSG00000127884	ECHS1	1892.0	ENSP00000357535	142364at9347
ENSG00000138463	SLC49A4	84925.0	ENSP00000261038	105159at9347
ENSG00000179526	SHARPIN	81858.0	ENSP00000381698	138154at9347
ENSG00000164484	TMEM200A	114801.0	ENSP00000296978	100582at9347
ENSG00000146966	DENND2A	27147.0	ENSP00000275884	22550at9347
ENSG00000065268	WDR18	57418.0	ENSP00000476117	95317at9347
ENSG00000135597	REPS1	85021.0	ENSP00000392065	45020at9347
ENSG00000179632	MAF1	84232.0	ENSP00000318604	157057at9347
ENSG00000145386	CCNA2	890.0	ENSP00000274026	95307at9347
ENSG00000196570	PFN3	345456.0	ENSP00000351379	185927at9347
ENSG00000138686	BBS7	55212.0	ENSP00000264499	42379at9347
ENSG00000225830	ERCC6	2074.0	ENSP00000505631	10932at9347
ENSG00000198369	SPRED2	200734.0	ENSP00000348753	89046at9347
ENSG00000101782	RIOK3	8780.0	ENSP00000463660	75859at9347
ENSG00000100065	CARD10	29775.0	ENSP00000251973	32909at9347
ENSG00000197106	SLC6A17	388662.0	ENSP00000330199	47208at9347
ENSG00000162944	RFTN2	130132.0	ENSP00000295049	85647at9347
ENSG00000182224	CYB5D1	124637.0	ENSP00000331479	151182at9347
ENSG00000175556	LONRF3	79836.0	ENSP00000307732	48846at9347
ENSG00000235173	HGH1	51236.0	ENSP00000321320	153118at9347
ENSG00000157703	SVOPL	136306.0	ENSP00000501457	79935at9347
ENSG00000170043	TRAPPC1	58485.0	ENSP00000441130	182739at9347
ENSG00000164941	INTS8	55656.0	ENSP00000430338	21730at9347
ENSG00000185946	RNPC3	55599.0	ENSP00000437278	90921at9347
ENSG00000170037	CNTROB	116840.0	ENSP00000369614	50841at9347
ENSG00000269058	CALR3	125972.0	ENSP00000269881	125483at9347
ENSG00000141452	RMC1	29919.0	ENSP00000269221	48211at9347
ENSG00000175054	ATR	545.0	ENSP00000499225	2179at9347
ENSG00000205978	NYNRIN	57523.0	ENSP00000371994	6530at9347
ENSG00000139899	CBLN3	643866.0	ENSP00000267406	184231at9347
ENSG00000184162	NR2C2AP	126382.0	ENSP00000402756	189529at9347
ENSG00000100441	KHNYN	23351.0	ENSP00000251343	65915at9347
ENSG00000144320	LNPK	80856.0	ENSP00000272748	117801at9347
ENSG00000128283	CDC42EP1	11135.0	ENSP00000249014	156825at9347
ENSG00000118564	FBXL5	26234.0	ENSP00000344866	47762at9347
ENSG00000105227	PRX	57716.0	ENSP00000502166	25748at9347
ENSG00000177830	CHID1	66005.0	ENSP00000325055	103795at9347
ENSG00000100079	LGALS2	3957.0	ENSP00000215886	193504at9347
ENSG00000183258	DDX41	51428.0	ENSP00000330349	63683at9347
ENSG00000162695	SLC30A7	148867.0	ENSP00000359130	132834at9347
ENSG00000141458	NPC1	4864.0	ENSP00000269228	13793at9347
ENSG00000182264	IZUMO1	284359.0	ENSP00000327786	122836at9347
ENSG00000265808	SEC22B	9554.0	ENSP00000463393	171226at9347
ENSG00000198105	ZNF248	57209.0	ENSP00000379208	59570at9347
ENSG00000178662	CSRNP3	80034.0	ENSP00000344042	75562at9347
ENSG00000105550	FGF21	26291.0	ENSP00000471477	177491at9347
ENSG00000134247	PTGFRN	5738.0	ENSP00000376899	33046at9347
ENSG00000132518	GUCY2D	3000.0	ENSP00000254854	23849at9347
ENSG00000105552	BCAT2	587.0	ENSP00000322991	101242at9347
ENSG00000162664	ZNF326	284695.0	ENSP00000340796	97381at9347
ENSG00000154065	ANKRD29	147463.0	ENSP00000468354	138452at9347
ENSG00000266412	NCOA4	8031.0	ENSP00000464054	65637at9347
ENSG00000139990	DCAF5	8816.0	ENSP00000341351	29516at9347
ENSG00000134253	TRIM45	80263.0	ENSP00000256649	65523at9347
ENSG00000141646	SMAD4	4089.0	ENSP00000465878	68270at9347
ENSG00000144331	ZNF385B	151126.0	ENSP00000386845	99614at9347
ENSG00000189320	FAM180A	389558.0	ENSP00000406553	188158at9347
ENSG00000164938	TP53INP1	94241.0	ENSP00000344215	160900at9347
ENSG00000106018	VIPR2	7434.0	ENSP00000262178	95731at9347
ENSG00000113716	HMGXB3	22993.0	ENSP00000479027	13457at9347
ENSG00000175073	VCPIP1	80124.0	ENSP00000309031	14994at9347
ENSG00000185340	GAS2L1	10634.0	ENSP00000478908	115965at9347
ENSG00000169359	SLC33A1	9197.0	ENSP00000496241	69201at9347
ENSG00000019186	CYP24A1	1591.0	ENSP00000216862	72354at9347
ENSG00000198765	SYCP1	6847.0	ENSP00000358535	40464at9347
ENSG00000144118	RALB	5899.0	ENSP00000272519	175650at9347
ENSG00000103067	ESRP2	80004.0	ENSP00000418748	54640at9347
ENSG00000182578	CSF1R	1436.0	ENSP00000286301	24429at9347
ENSG00000288602	C8orf44-SGK3	100533105.0	ENSP00000429022	72585at9347
ENSG00000179111	HES7	84667.0	ENSP00000446205	183959at9347
ENSG00000206199	ANKUB1	389161.0	ENSP00000387907	80381at9347
ENSG00000165606	DRGX	644168.0	ENSP00000363254	158764at9347
ENSG00000188816	HMX2	3167.0	ENSP00000341108	155048at9347
ENSG00000227345	PARG	8505.0	ENSP00000384408	25503at9347
ENSG00000179094	PER1	5187.0	ENSP00000314420	36528at9347
ENSG00000092140	G2E3	55632.0	ENSP00000391068	40312at9347
ENSG00000169903	TM4SF4	7104.0	ENSP00000305852	175493at9347
ENSG00000120457	KCNJ5	3762.0	ENSP00000433295	97170at9347
ENSG00000064787	BCAS1	8537.0	ENSP00000508731	78074at9347
ENSG00000196588	MRTFA	57591.0	ENSP00000478420	40643at9347
ENSG00000149308	NPAT	4863.0	ENSP00000278612	14088at9347
ENSG00000215018	COL28A1	340267.0	ENSP00000382356	50777at9347
ENSG00000174948	GPR149	344758.0	ENSP00000374390	52549at9347
ENSG00000188042	ARL4C	10123.0	ENSP00000339754	165439at9347
ENSG00000163659	TIPARP	25976.0	ENSP00000418757	45244at9347
ENSG00000135632	SMYD5	10322.0	ENSP00000374152	102118at9347
ENSG00000136014	USP44	84101.0	ENSP00000258499	56590at9347
ENSG00000113721	PDGFRB	5159.0	ENSP00000261799	20861at9347
ENSG00000103064	SLC7A6	9057.0	ENSP00000219343	85130at9347
ENSG00000104808	DHDH	27294.0	ENSP00000221403	126068at9347
ENSG00000096060	FKBP5	2289.0	ENSP00000349811	89874at9347
ENSG00000088992	TESC	54997.0	ENSP00000334785	162210at9347
ENSG00000166323	C11orf65	160140.0	ENSP00000431706	134190at9347
ENSG00000147262	GPR119	139760.0	ENSP00000508182	145848at9347
ENSG00000102174	PHEX	5251.0	ENSP00000368682	37009at9347
ENSG00000135960	EDAR	10913.0	ENSP00000386371	99579at9347
ENSG00000122965	RBM19	9904.0	ENSP00000442053	36224at9347
ENSG00000092108	SCFD1	23256.0	ENSP00000503347	51510at9347
ENSG00000109846	CRYAB	1410.0	ENSP00000499082	176041at9347
ENSG00000164307	ERAP1	51752.0	ENSP00000296754	27569at9347
ENSG00000114796	KLHL24	54800.0	ENSP00000242810	52748at9347
ENSG00000215251	FASTKD5	60493.0	ENSP00000369618	39128at9347
ENSG00000196505	GDAP2	54834.0	ENSP00000358451	80357at9347
ENSG00000163600	ICOS	29851.0	ENSP00000319476	177895at9347
ENSG00000172315	TP53RK	112858.0	ENSP00000361186	161239at9347
ENSG00000179029	TMEM107	84314.0	ENSP00000402732	187197at9347
ENSG00000101161	PRPF6	24148.0	ENSP00000266079	27690at9347
ENSG00000165449	SLC16A9	220963.0	ENSP00000378757	75983at9347
ENSG00000061656	SPAG4	6676.0	ENSP00000505928	109845at9347
ENSG00000138400	MDH1B	130752.0	ENSP00000363533	79233at9347
ENSG00000196544	BORCS6	54785.0	ENSP00000373669	172016at9347
ENSG00000103061	SLC7A6OS	84138.0	ENSP00000263997	160819at9347
ENSG00000134200	TSHB	7252.0	ENSP00000256592	182156at9347
ENSG00000065183	WDR3	10885.0	ENSP00000308179	28240at9347
ENSG00000103056	SMPD3	55512.0	ENSP00000219334	59176at9347
ENSG00000102287	GABRE	2564.0	ENSP00000359353	89560at9347
ENSG00000178460	MCMDC2	157777.0	ENSP00000379837	48931at9347
ENSG00000170276	HSPB2	3316.0	ENSP00000302476	181301at9347
ENSG00000149300	C11orf52	91894.0	ENSP00000278601	193888at9347
ENSG00000144730	IL17RD	54756.0	ENSP00000296318	46540at9347
ENSG00000122707	RECK	8434.0	ENSP00000367202	21627at9347
ENSG00000100983	GSS	2937.0	ENSP00000498303	91463at9347
ENSG00000163393	SLC22A15	55356.0	ENSP00000358515	81640at9347
ENSG00000111726	CMAS	55907.0	ENSP00000229329	95178at9347
ENSG00000154415	PPP1R3A	5506.0	ENSP00000284601	28684at9347
ENSG00000185028	LRRC14B	389257.0	ENSP00000327675	104745at9347
ENSG00000102119	EMD	2010.0	ENSP00000358850	170942at9347
ENSG00000164366	CCDC127	133957.0	ENSP00000296824	164550at9347
ENSG00000138376	BARD1	580.0	ENSP00000260947	46677at9347
ENSG00000163156	SCNM1	100534012.0	ENSP00000357901	169037at9347
ENSG00000198812	LRRC10	376132.0	ENSP00000355166	152664at9347
ENSG00000103150	MLYCD	23417.0	ENSP00000262430	87914at9347
ENSG00000180104	EXOC3	11336.0	ENSP00000425587	40374at9347
ENSG00000159921	GNE	10020.0	ENSP00000494141	40212at9347
ENSG00000124491	F13A1	2162.0	ENSP00000264870	36450at9347
ENSG00000186910	SERPINA11	256394.0	ENSP00000335024	106869at9347
ENSG00000147364	FBXO25	26260.0	ENSP00000341345	111893at9347
ENSG00000099949	LZTR1	8216.0	ENSP00000515073	28201at9347
ENSG00000103160	HSDL1	83693.0	ENSP00000219439	119748at9347
ENSG00000178921	PFAS	5198.0	ENSP00000313490	10973at9347
ENSG00000150776	NKAPD1	55216.0	ENSP00000402208	178813at9347
ENSG00000132465	JCHAIN	3512.0	ENSP00000254801	181277at9347
ENSG00000024862	CCDC28A	25901.0	ENSP00000482946	164404at9347
ENSG00000258227	CLEC5A	23601.0	ENSP00000449999	177323at9347
ENSG00000079335	CDC14A	8556.0	ENSP00000489217	68717at9347
ENSG00000186212	SOWAHB	345079.0	ENSP00000334879	93887at9347
ENSG00000154099	DNAAF1	123872.0	ENSP00000367815	66858at9347
ENSG00000138246	DNAJC13	23317.0	ENSP00000260818	2851at9347
ENSG00000118816	CCNI	10983.0	ENSP00000237654	112082at9347
ENSG00000165953	SERPINA12	145264.0	ENSP00000451738	110712at9347
ENSG00000150779	TIMM8B	26521.0	ENSP00000422122	196634at9347
ENSG00000140955	ADAD2	161931.0	ENSP00000268624	62610at9347
ENSG00000150782	IL18	3606.0	ENSP00000434561	175884at9347
ENSG00000257138	TAS2R38	5726.0	ENSP00000448219	142018at9347
ENSG00000134962	KLB	152831.0	ENSP00000257408	24739at9347
ENSG00000170775	GPR37	2861.0	ENSP00000306449	63466at9347
ENSG00000126950	TMEM35A	59353.0	ENSP00000362021	188296at9347
ENSG00000102384	CENPI	2491.0	ENSP00000507595	52781at9347
ENSG00000121897	LIAS	11019.0	ENSP00000492260	111903at9347
ENSG00000125434	SLC25A35	399512.0	ENSP00000462395	144071at9347
ENSG00000136933	RABEPK	10244.0	ENSP00000377683	111620at9347
ENSG00000112877	CEP72	55722.0	ENSP00000264935	82139at9347
ENSG00000136371	MTHFS	10588.0	ENSP00000258874	176707at9347
ENSG00000166558	SLC38A8	146167.0	ENSP00000299709	105004at9347
ENSG00000213397	HAUS7	55559.0	ENSP00000359230	127499at9347
ENSG00000044574	HSPA5	3309.0	ENSP00000324173	54735at9347
ENSG00000120526	NUDCD1	84955.0	ENSP00000239690	62142at9347
ENSG00000108961	RANGRF	29098.0	ENSP00000226105	177316at9347
ENSG00000086666	ZFAND6	54469.0	ENSP00000479071	178176at9347
ENSG00000100991	TRPC4AP	26133.0	ENSP00000252015	40857at9347
ENSG00000198844	ARHGEF15	22899.0	ENSP00000355026	51581at9347
ENSG00000275163		10242.0	ENSP00000483415	148093at9347
ENSG00000113924	HGD	3081.0	ENSP00000283871	80442at9347
ENSG00000115844	DLX2	1746.0	ENSP00000234198	170306at9347
ENSG00000122729	ACO1	48.0	ENSP00000438733	28112at9347
ENSG00000015479	MATR3	9782.0	ENSP00000426743	36380at9347
ENSG00000130066	SAT1	6303.0	ENSP00000368572	180327at9347
ENSG00000186106	ANKRD46	157567.0	ENSP00000429015	162090at9347
ENSG00000168090	COPS6	10980.0	ENSP00000304102	128084at9347
ENSG00000184650	ODF4	146852.0	ENSP00000331086	190433at9347
ENSG00000198408	OGA	10724.0	ENSP00000409973	25991at9347
ENSG00000170035	UBE2E3	10477.0	ENSP00000473639	180616at9347
ENSG00000179115	FARSA	2193.0	ENSP00000320309	79247at9347
ENSG00000130052	STARD8	9754.0	ENSP00000363727	23854at9347
ENSG00000174226	SNX31	169166.0	ENSP00000312368	90833at9347
ENSG00000124092	CTCFL	140690.0	ENSP00000415579	65393at9347
ENSG00000163389	POGLUT1	56983.0	ENSP00000295588	95125at9347
